zvit_date;registration_area;total_area;edrpou_hosp;legal_entity_name_hosp;lat;lng;addresses;new_susp;new_hosp;active_hosp;new_confirm;active_confirm;new_death;new_recover
2020-04-13;Вінницька;Вінницька;35814729;КП Козятинська центральна районна лікарня;49.71328429;28.83413007;Вінницька обл., Козятинський район, село Козятин ВУЛИЦЯ ЦЕНТРАЛЬНА буд. 96;1;0;6;0;2;0;0
2020-04-13;Вінницька;Вінницька;36205651;КНП Гайсинська центральна районна лікарня;48.81234943;29.390625899999996;Вінницька обл., Гайсинський район, місто Гайсин ВУЛИЦЯ В'ЯЧЕСЛАВА ЧОРНОВОЛА буд. 1;0;0;19;0;11;0;0
2020-04-13;Вінницька;Вінницька;36331552;КНП Томашпільська центральна районна лікарня;48.55301503;28.514111800000002;Вінницька обл., Томашпільський район, селище міського типу Томашпіль ВУЛИЦЯ ІГОРЯ ГАВРИЛЮКА буд. 133;1;0;3;0;0;0;0
2020-04-13;Вінницька;Вінницька;37261811;КНП Жмеринська центральна районна лікарня;49.06053621;28.12012177;Вінницька обл., місто Жмеринка ВУЛИЦЯ ДОБРОЛЮБОВА буд. 2;0;0;1;0;1;0;0
2020-04-13;Вінницька;Вінницька;41758238;КП Ладижинська міська лікарня;48.67913113;29.22762567;Вінницька обл., місто Ладижин ВУЛИЦЯ ЕНТУЗІАСТІВ буд. 24;0;0;1;0;1;0;0
2020-04-13;Вінницька;Вінницька;Самоізоляція;;;;;12;0;0;6;130;0;0
2020-04-13;Волинська;Волинська;01982885;КНП БЕРЕСТЕЧКІВСЬКА РАЙОННА ЛІКАРНЯ №2;50.360946999999996;25.10574;Волинська обл., Горохівський район, місто Берестечко ВУЛИЦЯ НЕЗАЛЕЖНОСТІ буд. 71;0;0;1;0;1;0;0
2020-04-13;Волинська;Волинська;01982896;КНП Горохівська центральна районна лікарня;50.49662819;24.7614707;Волинська обл., Горохівський район, місто Горохів ВУЛИЦЯ ПАРКОВА буд. 22;3;0;12;0;1;0;0
2020-04-13;Волинська;Волинська;01982904;КНП Іваничівська центральна районна лікарня;50.63331387;24.34917332;Волинська обл., Іваничівський район, селище міського типу Іваничі ВУЛИЦЯ ГРУШЕВСЬКОГО буд. 45;0;0;2;0;0;0;0
2020-04-13;Волинська;Волинська;01982910;КП Рожищенська центральна районна лікарня;50.90971878;25.28230421;Волинська обл., Рожищенський район, місто Рожище ВУЛИЦЯ КОТЕ ШИЛОКАДЗЕ буд. 19;0;0;3;0;1;0;0
2020-04-13;Волинська;Волинська;01982927;КНП Любешівська центральна районна лікарня;51.76090621;25.5037643;Волинська обл., Любешівський район, селище міського типу Любешів ВУЛИЦЯ НЕЗАЛЕЖНОСТІ буд. 3;0;0;6;0;0;0;0
2020-04-13;Волинська;Волинська;01982933;КНП Локачинська центральна районна лікарня;50.742481;24.64578;Волинська обл., Локачинський район, селище міського типу Локачі ВУЛИЦЯ ІВАНА ФРАНКА буд. 19;1;1;2;0;0;0;0
2020-04-13;Волинська;Волинська;01982940;КНП Ковельське міськрайонне територіальне медичне об'єднання;51.21369977;24.71282098;Волинська обл., місто Ковель ВУЛИЦЯ ОЛЕНИ ПЧІЛКИ буд. 4;0;0;6;0;1;0;0
2020-04-13;Волинська;Волинська;01982985;КП Луцька міська клінічна лікарня;50.75719293;25.37531723;Волинська обл., місто Луцьк ПРОСПЕКТ ВІДРОДЖЕННЯ буд. 13;0;0;1;0;1;0;0
2020-04-13;Волинська;Волинська;01982991;КНП Ратнівська центральна районна лікарня;51.66970902;24.52494018;Волинська обл., Ратнівський район, селище міського типу Ратне ВУЛИЦЯ ГАЗІНА буд. 64;0;0;3;0;0;0;0
2020-04-13;Волинська;Волинська;01983016;КНП Нововолинська центральна міська лікарня;50.72480088;24.1715902;Волинська обл., місто Нововолинськ ПРОСПЕКТ ПЕРЕМОГИ буд. 7;3;1;9;0;4;0;0
2020-04-13;Волинська;Волинська;01983051;КНП Камінь-Каширська центральна районна лікарня;51.63089973;24.95188611;Волинська обл., Камінь-Каширський район, місто Камінь-Каширський ВУЛИЦЯ ШЕВЧЕНКА буд. 43;0;0;1;0;0;0;0
2020-04-13;Волинська;Волинська;01983134;КП Луцька центральна районна лікарня;50.76869919;25.38786268;Волинська обл., Луцький район, село Липини ВУЛИЦЯ ТЕРЕМНІВСЬКА буд. 100;1;1;6;0;0;0;0
2020-04-13;Волинська;Волинська;01983163;КП Волинська обласна клінічна лікарня;50.75762543;25.34423542;Волинська обл., місто Луцьк ПРОСПЕКТ ПРЕЗИДЕНТА ГРУШЕВСЬКОГО буд. 21;0;0;1;0;0;0;0
2020-04-13;Волинська;Волинська;01983186;КПМаневицька центральна районна лікарня;51.28561678;25.53545378;Волинська обл., Маневицький район, селище міського типу Маневичі ВУЛИЦЯ НЕЗАЛЕЖНОСТІ буд. 1;0;0;1;0;0;0;0
2020-04-13;Волинська;Волинська;03398983;КП Волинська обласна інфекційна лікарня;50.74962062;25.31104749;Волинська обл., місто Луцьк ВУЛИЦЯ ШЕВЧЕНКА буд. 30;3;2;48;0;4;0;0
2020-04-13;Волинська;Волинська;21751226;КП Волинське обласне дитяче територіальне медичне обєднання ;50.76183402;25.37879473;Волинська обл., місто Луцьк ПРОСПЕКТ ВІДРОДЖЕННЯ буд. 30;0;0;1;0;0;0;0
2020-04-13;Волинська;Волинська;37271416;КНП Любомльське територіальне медичне об'єднання Любомльської районної ради;51.24425753;24.03574422;Волинська обл., Любомльський район, село Згорани ВУЛИЦЯ САДОВА буд. 30;1;1;10;0;0;0;0
2020-04-13;Волинська;Волинська;38856054;КП Ківерцівське районне територіальне медичне об'єднання;50.85847112;24.31781352;Волинська обл., Ківерцівський район, місто Ківерці ВУЛИЦЯ ФІЛАТОВА буд. 6;0;0;3;0;0;0;0
2020-04-13;Волинська;Волинська;42078561;КП Волинський обласний перинатальний центр;50.76148722;25.380111;Волинська обл., місто Луцьк ВУЛИЦЯ ЗАГОРОДНЯ буд. 20;0;0;2;0;0;0;0
2020-04-13;Волинська;Волинська;42486365;КНП Нововолинський ЦПМСД Нововолинської МР Волинської області;50.7247746;24.1715688;Волинська обл., місто Нововолинськ ПРОСПЕКТ ПЕРЕМОГИ буд. 7;0;0;1;0;0;0;0
2020-04-13;Волинська;Волинська;42631325;КП Володимир-Волинське територіальне медичне об'єднання;50.85847112;24.31781352;Волинська обл., місто Володимир-Волинський ВУЛИЦЯ ПАВЛОВА буд. 20;0;0;9;0;1;0;0
2020-04-13;Волинська;Волинська;Самоізоляція;;;;;31;0;0;2;60;0;0
2020-04-13;Дніпропетровська;Вінницька;01982494;КНП Бершадська окружна лікарня інтенсивного лікування;48.36394089;29.51056478;Вінницька обл., Бершадський район, місто Бершадь ВУЛИЦЯ  БУДКЕВИЧА буд. 2;0;0;1;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01984174;КНП Павлоградська лікарня інтенсивного лікування;48.49901969;35.92611371;Дніпропетровська обл., місто Павлоград ДНІПРОВСЬКА буд. 541;0;0;8;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01984659;КНП Міська клінічна лікарня № 21 імені проф. Є.Г. Попкової;48.46221803;35.00395412;Дніпропетровська обл., місто Дніпро, Чечелівський район ВУЛИЦЯ КАНАТНА буд. 17;5;3;107;1;11;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01985423;КП Дніпропетровська обласна клiнiчна лiкарня iмені I.I. Мечникова;48.45386788;35.06955933;Дніпропетровська обл., місто Дніпро, Соборний район ПЛОЩА СОБОРНА буд. 14;0;0;1;0;1;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01985995;КНП Криворізька міська лікарня №7;48.14384919;33.58653111;Дніпропетровська обл., місто Кривий Ріг, Тернівський район ВУЛИЦЯ МАРШАКА буд. 1 А;0;0;1;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01986115;КНП Криворізька інфекційна лікарня № 1;47.90316907;33.38895403;Дніпропетровська обл., місто Кривий Ріг, Металургійний район ВУЛИЦЯ ЮРІЯ КАМІНСЬКОГО буд. 5;0;0;27;1;4;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01986173;КНП КРИВОРІЗЬКА МІСЬКА ЛІКАРНЯ №3 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ;47.908274;33.35032;Дніпропетровська обл., місто Кривий Ріг, Центрально-Міський район ВУЛИЦЯ ПУШКІНА буд. 13К;4;0;5;0;1;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01987273;КНП Новомосковаська центральна районна лікарня;48.63690304;35.253362700000004;Дніпропетровська обл., місто Новомосковськ ВУЛИЦЯ СУЧКОВА буд. 40;0;0;1;0;1;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01987416;КНП Першотравневська міська лікарня;48.349332000000004;36.40736;Дніпропетровська обл., місто Першотравенськ ВУЛИЦЯ ШАХТАРСЬКОЇ СЛАВИ буд. 1;0;0;5;0;3;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;01988953;КП Покровська центральна районна лікарня;47.98334651;36.23535499;Дніпропетровська обл., Покровський район, селище міського типу Покровське ВУЛИЦЯ СОБОРНА буд. 118А;0;0;2;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;03296202;КП Слобожанська центральна лікарня;48.53276781;35.06516289;Дніпропетровська обл., Дніпровський район, селище міського типу Слобожанське ВУЛИЦЯ ВАСИЛЯ СУХОМЛИНСЬКОГО буд. 72;0;0;1;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;05411245;КНП Кам'янської міської ради Міська лікарня №7;48.511982;34.57929;Дніпропетровська обл., місто Кам’янське, Заводський район ВУЛИЦЯ СЕРГІЯ СЛІСАРЕНКА буд. 3;0;0;4;0;2;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;26238302;КП Нікопольська міська лікарня №1;47.57452741;34.38387808;Дніпропетровська обл., місто Нікополь ВУЛИЦЯ 50 РОКІВ НЗФ буд. 2А;0;0;1;0;0;0;0
2020-04-13;Дніпропетровська;Дніпропетровська;Самоізоляція;;;;;19;0;0;9;40;0;0
2020-04-13;Донецька;Донецька;01989881;КНП МАНГУШСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ;47.050308;37.297940000000004;Донецька обл., Мангушський район, селище міського типу Мангуш ВУЛИЦЯ ПОШТОВА буд. 22;0;0;1;0;0;0;0
2020-04-13;Донецька;Донецька;01990654;КНП Маріупольська міська лікарня № 4 ім. І.К. Мацука;47.10978099;37.63370699;Донецька обл., місто Маріуполь, Лівобережний район ВУЛИЦЯ ПАШКОВСЬКОГО буд. 4;0;0;3;0;0;0;0
2020-04-13;Донецька;Донецька;01990660;КНП Маріупольська міська лікарня швидкої медичної допомоги;47.11576829;37.54793587;Донецька обл., місто Маріуполь, Центральний район ВУЛИЦЯ БАХМУТСЬКА буд. 20А;1;1;11;0;4;0;0
2020-04-13;Донецька;Донецька;01990803;КНП ДИТЯЧЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ КРАМАТОРСЬКОЇ МІСЬКОЇ РАДИ;48.742878999999995;37.59315;Донецька обл., місто Краматорськ ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ буд. 20;0;0;1;0;0;0;0
2020-04-13;Донецька;Донецька;03096940;КНП Інфекційна лікарня м.Костянтинівка;48.49935308;37.68697221;Донецька обл., місто Костянтинівка ВУЛИЦЯ ЄВРОПЕЙСЬКА буд. 17;0;0;22;0;1;0;0
2020-04-13;Донецька;Донецька;08734322;ДУ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ МІНІСТЕРСТВА ВНУТРІШНІХ СПРАВ УКРАЇНИ ПО ДОНЕЦЬКІЙ ОБЛАСТІ;47.071540999999996;37.48754;Донецька обл., місто Маріуполь, Приморський район ВУЛИЦЯ НОВОРОСІЙСЬКА буд. 28;0;0;4;0;0;0;0
2020-04-13;Донецька;Донецька;31338129;КНП Інфекційна лікарня м.Мирноград;48.26880657;37.27641982;Донецька обл., місто Мирноград ПРОВУЛОК ТОЛБУХІНА буд. 44;0;0;8;0;1;0;0
2020-04-13;Донецька;Донецька;Самоізоляція;;;;;2;0;0;1;4;0;0
2020-04-13;Житомирська;Житомирська;01991406;КНП ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ;50.247639;28.67297;Житомирська обл., місто Житомир, Корольовський район ВУЛИЦЯ ЧЕРВОНОГО ХРЕСТА буд. 3;0;0;2;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991547;КНП Андрушівська центральна районна лікарня;50.00115529;29.02961791;Житомирська обл., Андрушівський район, місто Андрушівка ВУЛИЦЯ ТІТОВА буд. 34;1;1;11;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991576;КНП Баранівська центральна районна лікарня;50.30209817;27.67801247;Житомирська обл., Баранівський район, місто Баранівка ВУЛИЦЯ ЗВЯГЕЛЬСЬКА буд. 66;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991607;КНП Хорошівська центральна районна лікарня;50.59668251;28.43565181;Житомирська обл., Хорошівський район, село Топорище ВУЛИЦЯ ЖИТОМИРСЬКА буд. 86-А;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991659;КНП Ємільчинська центральна районна лікарня;50.85590598;27.81607563;Житомирська обл., Ємільчинський район, селище міського типу Ємільчине ВУЛИЦЯ 1 ТРАВНЯ буд. 133;0;0;2;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991671;КНП Районна центральна лікарня;50.10793423;28.53100543;Житомирська обл., Житомирський район, село Троянів ВУЛИЦЯ ШУРУПОВА буд. 8;2;0;12;1;2;0;0
2020-04-13;Житомирська;Житомирська;01991731;КНП Центральна районна лікарня ім. Д.І.Потєхіна;50.31375992;29.05710849;Житомирська обл., Коростишівський район, місто Коростишів ВУЛИЦЯ ГЕРОЇВ НЕБЕСНОЇ СОТНІ буд. 58;0;0;3;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991754;КНП Любарська центральна районна лікарня;49.933215999999994;27.74324278;Житомирська обл., Любарський район, село Старий Любар ВУЛИЦЯ МЕДИЧНА буд. 5;1;0;2;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991783;КНП Малинська міська лікарня;50.77447139;29.21996901;Житомирська обл., місто Малин ВУЛИЦЯ БОНДАРИК буд. 17;1;0;8;0;6;0;0
2020-04-13;Житомирська;Житомирська;01991820;КНП Новоград-Волинське міськрайонне територіальне медичне об'єднання;50.58626847;27.60582411;Житомирська обл., місто Новоград-Волинський ВУЛИЦЯ НАТАЛІЇ ОРЖЕВСЬКОЇ буд. 13;1;1;6;0;1;0;0
2020-04-13;Житомирська;Житомирська;01991872;КНП Олевська центральна лікарня;51.21526558;27.64081111;Житомирська обл., Олевський район, місто Олевськ ПРОВУЛОК ПРОМИСЛОВИЙ буд. 2;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991903;КНП Радомишльська лікарня;50.49652823;29.23373688;Житомирська обл., Радомишльський район, місто Радомишль ВУЛИЦЯ ПРИСУТСТВЕННА буд. 9;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991932;КНП Районна центральна лікарня;49.723357799999995;29.20961087;Житомирська обл., Ружинський район, селище міського типу Ружин ВУЛИЦЯ КИЇВСЬКА буд. 30;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01991955;КНП Черняхівське територіальне медичне об'єднання;50.45873089;28.67783258;Житомирська обл., Черняхівський район, селище міського типу Черняхів ВУЛИЦЯ ІВАНА ФРАНКА буд. 42;0;0;4;0;2;0;0
2020-04-13;Житомирська;Житомирська;01991961;КНП Чуднівська центральна районна лікарня;50.0566152;28.12746862;Житомирська обл., Чуднівський район, місто Чуднів ВУЛИЦЯ ЖИТОМИРСЬКА буд. 15;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;01992015;КНП Бердичівська міська лікарня;49.90198353;28.58710238;Житомирська обл., місто Бердичів ВУЛИЦЯ ЗДОРОВ'Я буд. 1;2;0;23;0;9;0;0
2020-04-13;Житомирська;Житомирська;01992050;КНП Коростенська центральна міська лікарня;50.95400802;28.65445601;Житомирська обл., місто Коростень ВУЛИЦЯ МИКОЛИ АМОСОВА буд. 8;3;0;13;1;5;0;0
2020-04-13;Житомирська;Житомирська;02774119;КНП Житомирська обласна дитяча клінічна лікарня;50.23053553;28.68719071;Житомирська обл., Житомирський район, село Станишівка ШОСЕ СКВИРСЬКЕ буд. 6;0;0;5;0;2;0;0
2020-04-13;Житомирська;Житомирська;08734196;ДУ Територіальне медичне об’єднання МВС по Житомирській області;50.260295;28.70603;Житомирська обл., місто Житомир, Корольовський район ВУЛИЦЯ ПРОФЕСОРА КРАВЧЕНКО буд. 2;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;26479164;КНП ОБЛАСНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ;50.2817304;28.6109701;Житомирська обл., місто Житомир, Богунський район ВУЛИЦЯ РОМАНА ШУХЕВИЧА буд. 2-А;0;0;1;0;0;0;0
2020-04-13;Житомирська;Житомирська;42435766;КНП Овруцька міська лікарня;51.33296729;28.80617488;Житомирська обл., Овруцький район, місто Овруч ВУЛИЦЯ ТАРАСА ШЕВЧЕНКА буд. 106;0;0;3;0;2;0;0
2020-04-13;Житомирська;Житомирська;42779217;КП Дитяча лікарня імені В.Й. Башека;50.25230668;28.67549947;Житомирська обл., місто Житомир, Корольовський район ВУЛИЦЯ СВЯТОСЛАВА РІХТЕРА буд. 23;8;1;20;0;0;0;0
2020-04-13;Житомирська;Житомирська;42788614;КП Лікарня №1 Житомирської міської ради;50.2435584;28.68535728;Житомирська обл., місто Житомир, Корольовський район ВУЛИЦЯ ВЕЛИКА БЕРДИЧІВСЬКА буд. 70;3;1;51;4;13;0;0
2020-04-13;Житомирська;Житомирська;42789136;КНП Лікарня №2 ім. В.П.Павлусенка;50.28109408;28.61073189;Житомирська обл., місто Житомир, Богунський район ВУЛИЦЯ РОМАНА ШУХЕВИЧА буд. 2-А;0;0;2;0;0;0;0
2020-04-13;Житомирська;Житомирська;Самоізоляція;;;;;35;0;0;12;67;0;0
2020-04-13;Закарпатська;Закарпатська;01992156;КНП Закарпатська обласна клінічна лікарня імені Андрія Новака;48.61937108;22.29158297;Закарпатська обл., місто Ужгород ВУЛИЦЯ КАПУШАНСЬКА буд. 22;0;0;3;0;1;0;0
2020-04-13;Закарпатська;Закарпатська;01992386;КНП ПЕРЕЧИНСЬКА РАЙОННА ЛІКАРНЯ ПЕРЕЧИНСЬКОЇ РАЙОННОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ;48.666398;22.75133;Закарпатська обл., Перечинський район, село Порошково ВУЛИЦЯ ЦЕНТРАЛЬНА буд. 87;0;0;3;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;01992430;КНП Берегівська центральна районна лікарня імені Бертолона Ліннера;48.20045099;22.6505829;Закарпатська обл., місто Берегове ВУЛИЦЯ ЛІННЕРА БЕРТОЛОНА буд. 2;0;0;3;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;01992506;КНП Виноградівська районна лікарня;48.13796569;23.01962671;Закарпатська обл., Виноградівський район, місто Виноградів ВУЛ.ЛІКАРНЯНА буд. 13;1;0;11;0;1;0;0
2020-04-13;Закарпатська;Закарпатська;01992529;КНП Воловецька ценнтральна районна лікарня;48.71518292;23.17925683;Закарпатська обл., Воловецький район, селище міського типу Воловець ВУЛИЦЯ КАРПАТСЬКА буд. 23;0;0;1;0;1;0;0
2020-04-13;Закарпатська;Закарпатська;01992587;КНП Іршавська районна лікарня;48.30354531;23.03938151;Закарпатська обл., Іршавський район, місто Іршава ВУЛИЦЯ КОМАРОВА буд. 16;0;0;3;0;2;0;0
2020-04-13;Закарпатська;Закарпатська;01992653;КНП Свалявська районна лікарня;48.54747352;22.99471328;Закарпатська обл., Свалявський район, місто Свалява ВУЛИЦЯ ВИЗВОЛЕННЯ буд. №23;0;0;1;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;01992682;КНП Тячівська районна лікарня;48.00742431;23.56749817;Закарпатська обл., Тячівський район, місто Тячів ВУЛИЦЯ НЕРЕСЕНСЬКА буд. 48;0;0;9;0;5;0;0
2020-04-13;Закарпатська;Закарпатська;01992819;КНП Центральна міська клінічна лікарня;48.63937822;22.28111829;Закарпатська обл., місто Ужгород ВУЛИЦЯ ГРИБОЄДОВА буд. 20;0;0;1;0;1;0;0
2020-04-13;Закарпатська;Закарпатська;01992825;КНП УЖГОРОДСЬКА МІСЬКА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ УЖГОРОДСЬКОЇ МІСЬКОЇ РАДИ;48.625642;22.293229999999998;Закарпатська обл., місто Ужгород ВУЛИЦЯ ФЕРЕНЦА РАКОЦІ буд. 3;0;0;2;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;01992831;КНП Мукачівська центральна районна лікарня;48.44195503;22.72724133;Закарпатська обл., місто Мукачево ВУЛИЦЯ ПИРОГОВА МИКОЛИ  буд. 8-13;0;0;4;0;2;0;0
2020-04-13;Закарпатська;Закарпатська;08047588;Мукачівський військовий госпіталь МОУ (військова частина А1047);48.4324977;22.7107452;;0;0;2;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;26464978;КНП Обласна клінічна інфекційна лікарня;48.63811801;22.28296318;Закарпатська обл., місто Ужгород ВУЛИЦЯ ГРИБОЄДОВА буд. 20 А;2;0;35;0;21;0;0
2020-04-13;Закарпатська;Закарпатська;33583287;КНП ВЕЛИКОБИЧКІВСЬКА МІСЬКА ЛІКАРНЯ ВЕЛИКОБИЧКІВСЬКОЇ СЕЛИЩНОЇ РАДИ;47.9627201;24.0187122;Закарпатська обл., Рахівський район, селище міського типу Великий Бичків ВУЛИЦЯ ГРУШЕВСЬКОГО буд. 76;0;0;1;0;1;0;0
2020-04-13;Закарпатська;Закарпатська;38802040;КНП Ужгородський міський пологовий будинок;48.637745;22.28118003;Закарпатська обл., місто Ужгород ВУЛИЦЯ ГРИБОЄДОВА буд. 20 Б;0;0;1;0;0;0;0
2020-04-13;Закарпатська;Закарпатська;Самоізоляція;;;;;7;0;0;7;48;0;0
2020-04-13;Запорізька;Запорізька;01992953;КНП Оріхівська багатопрофільна лікарня інтенсивного лікування;47.56644057;35.7862955;Запорізька обл., Оріхівський район, місто Оріхів ВУЛИЦЯ ПАРКОВА буд. 2;0;0;1;0;0;0;0
2020-04-13;Запорізька;Запорізька;01992972;КНП Пологівська багатопрофільна лікарня інтенсивного лікування;47.48197159;36.24779769;Запорізька обл., Пологівський район, місто Пологи ВУЛИЦЯ ІМЕНІ ГЕРОЯ УКРАЇНИ САЦЬКОГО В.А., БУДИНОК 6 / ВУЛИЦЯ І.ЧЕБЕРКА, БУДИНОК 90;0;0;1;0;0;0;0
