zvit_date;registration_area;total_area;edrpou_hosp;legal_entity_name_hosp;lat;lng;new_susp;new_confirm;active_confirm;new_death;new_recover;pending_susp
2020-02-23;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-02-23;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-02-25;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;3
2020-02-25;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-25;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-02-25;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-02-25;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-02-25;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;0
2020-02-25;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;2;0;0;0;0;2
2020-02-25;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-02-27;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;1;0;0;0;0;1
2020-02-27;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-02-27;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;0
2020-02-27;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-02-27;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-02-27;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;0;0;0;0;0;2
2020-02-27;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-02-27;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-27;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-28;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-02-28;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;1
2020-02-28;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-02-28;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;0;0;0;0;0;0
2020-02-28;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-02-28;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-28;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-28;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;1;0;0;0;0;1
2020-02-28;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;1;0;0;0;0;1
2020-02-28;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-02-29;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;1;0;0;0;0;1
2020-02-29;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-29;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-02-29;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-02-29;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-02-29;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;1
2020-02-29;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;1
2020-02-29;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;1
2020-02-29;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-02-29;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-03-01;Тернопільська;Тернопільська;04528442;КНП ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ;49.55371939;25.61417798;1;0;0;0;0;1
2020-03-01;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;1;0;0;0;0;1
2020-03-01;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-03-01;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;0;0;0;0;0;1
2020-03-01;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-03-01;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-03-01;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;1
2020-03-01;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;0
2020-03-01;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;1
2020-03-01;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-03-01;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-03-02;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-03-02;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;0
2020-03-02;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;0
2020-03-02;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-03-02;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-03-02;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-03-02;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-03-02;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;0
2020-03-02;Тернопільська;Тернопільська;04528442;КНП ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ;49.55371939;25.61417798;0;0;0;0;0;1
2020-03-02;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;1;0;0;0;0;2
2020-03-02;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;0;1;1;0;0;1
2020-03-03;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;0;0;1;0;0;0
2020-03-03;м. Київ;м. Київ;Самоізоляція;0;0.0;0.0;1;0;0;0;0;1
2020-03-03;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-03-03;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;0;0;0;0;0;0
2020-03-03;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;0
2020-03-03;Тернопільська;Тернопільська;04528442;КНП ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ;49.55371939;25.61417798;0;0;0;0;0;1
2020-03-03;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-03-03;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-03-03;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-03-03;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;0
2020-03-03;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-03-03;Волинська;Волинська;03398983;ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ;50.74962062;25.31104749;1;0;0;0;0;1
2020-03-03;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;2
2020-03-04;Львівська;Львівська;01984263;КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ;49.8328963;24.05019607;0;0;0;0;0;0
2020-03-04;Хмельницька;Хмельницька;02004752;ХМЕЛЬНИЦЬКА ІНФЕКЦІЙНА ЛІКАРНЯ ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ;49.41200302;26.97605472;0;0;0;0;0;0
2020-03-04;Волинська;Волинська;03398983;ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ;50.74962062;25.31104749;0;0;0;0;0;1
2020-03-04;Тернопільська;Тернопільська;04528442;КНП ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ;49.55371939;25.61417798;0;0;0;0;0;0
2020-03-04;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;0
2020-03-04;Донецька;Донецька;31338129;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М. МИРНОГРАД;48.26880657;37.27641982;0;0;0;0;0;0
2020-03-04;Житомирська;Житомирська;42779217;ДИТЯЧА ЛІКАРНЯ ІМЕНІ В.Й. БАШЕКА ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ;50.25230668;28.67549947;0;0;0;0;0;0
2020-03-04;Івано-Франківська;Івано-Франківська;Самоізоляція;0;0.0;0.0;0;0;0;0;0;1
2020-03-04;Чернівецька;Чернівецька;Самоізоляція;0;0.0;0.0;0;0;0;0;0;0
2020-03-04;Миколаївська;Миколаївська;43443474;КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ;46.93657128;32.0356777;0;0;0;0;0;0
2020-03-04;Одеська;Одеська;01999023;КНП МІСЬКА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ОДЕСЬКОЇ МІСЬКОЇ РАДИ;46.49454231;30.72262842;1;0;0;0;0;1
2020-03-04;Херсонська;Херсонська;02004025;КНП КАХОВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАХОВСЬКОЇ РАЙОННОЇ РАДИ;46.81734538;33.4896326;1;0;0;0;0;1
2020-03-04;Донецька;Донецька;03096940;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М.КОСТЯНТИНІВКА;48.49935308;37.68697221;1;0;0;0;0;1
2020-03-04;Чернівецька;Чернівецька;43288621;ОБЛАСНЕ КНП ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ;48.2792882;25.94323861;5;0;1;0;0;5
2020-03-04;м. Київ;м. Київ;Самоізоляція;0;0.0;0.0;0;1;1;0;0;1
2020-03-04;Івано-Франківська;Івано-Франківська;01993291;КНП ІВАНО-ФРАНКІВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ;48.93880667;24.71933318;1;0;0;0;0;1
2020-03-05;Одеська;Одеська;01999023;КНП МІСЬКА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ОДЕСЬКОЇ МІСЬКОЇ РАДИ;46.49454231;30.72262842;0;0;0;0;0;1
2020-03-05;Херсонська;Херсонська;02004025;КНП КАХОВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАХОВСЬКОЇ РАЙОННОЇ РАДИ;46.81734538;33.4896326;0;0;0;0;0;1
2020-03-05;Донецька;Донецька;03096940;КНП ІНФЕКЦІЙНА ЛІКАРНЯ М.КОСТЯНТИНІВКА;48.49935308;37.68697221;0;0;0;0;0;1
2020-03-05;Волинська;Волинська;03398983;ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ;50.74962062;25.31104749;0;0;0;0;0;1
2020-03-05;Тернопільська;Тернопільська;04528442;КНП ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ;49.55371939;25.61417798;0;0;0;0;0;0
2020-03-05;Кіровоградська;Кіровоградська;05493846;КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО;48.51479281;32.23900402;0;0;0;0;0;0
